,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,geometry,Country,MSOA,Adult HE 2011 Quintile,Population,Graduates,Adult HE Rate
550,E02000571,Islington 018,E09000019,Islington,E12000007,London,8031,7998,33,161.3,3777,2.1,"POLYGON ((532516.3490001168 184257.2239998264, 532539.8459998852 184220.2060002082, 532509.7499998818 184173.7500001695, 532568.3140002353 184115.6859998372, 532594.2630001947 184141.091000036, 532680.4900000991 184072.4399998248, 532664.9269999663 184049.6529999771, 532645.5140002173 183976.6079998426, 532602.511999953 183879.8489997338, 532643.2229999675 183837.716999834, 532801.9980001166 183790.4909999814, 532799.7500001091 183774.0309999418, 532646.4819999522 183679.3250000509, 532589.3780000976 183628.884999997, 532560.2470002442 183607.2379997602, 532484.9770000158 183548.1699997571, 532304.0270000231 183407.0640000921, 532282.2260001515 183392.9579997805, 532216.8819998394 183350.5790000014, 532182.8799999552 183329.4949998103, 532083.9999999318 183290, 532030.3820001588 183377.2060001206, 532047.6540002108 183391.3540000843, 532154.5350000694 183443.7640000029, 532107.7960002156 183470.3989999257, 532121.6249998816 183489.4260002704, 532165.295999912 183463.6580000345, 532180.0860000995 183520.7540000854, 532171.6220002229 183530.5139998419, 532106.480000007 183635.0710001927, 532108.3629998898 183583.7580001892, 532000.7399998029 183499.3699998817, 531963.5440000461 183475.0870001456, 531960.6449999673 183479.3560000636, 532004.4869998301 183538.8929998243, 531929.8349998682 183591.7699999593, 531954.8530000724 183625.4859998971, 531995.4400001256 183695.8510002462, 531849.382000164 183766.8359998565, 531842.2199998833 183769.9059997676, 531869.5140002274 183806.7869999484, 531969.0900001054 183949.8400001109, 531979.308000231 183961.5009999914, 532144.6840001561 184134.1209999601, 532149.2930001977 184131.7290002088, 532249.3629998344 184223.4189998193, 532236.9999998368 184251.0000001537, 532264.9999999265 184232.9999999399, 532369.9089998332 184315.1240000862, 532372.1540002559 184316.9380002284, 532400.4250001822 184343.696000069, 532449.2160002103 184346.2539999803, 532465.7250002081 184382.944, 532545.7710001356 184352.355999779, 532471.8690002053 184266.379999929, 532516.3490001168 184257.2239998264))",England,E02000571,5,6705,2939,0.438
551,E02000572,Islington 019,E09000019,Islington,E12000007,London,8571,8108,463,186.9,3490,2.3,"POLYGON ((530778.9660001771 184215.2749998994, 530714.437000246 184158.7759998108, 530683.796000157 184073.4850001759, 530645.0769997813 184060.0279998154, 530650.9999998611 183948.9999998174, 530679.1039998789 183879.2510001525, 530749.9610002437 183882.5209997916, 530769.5330000474 183838.7230000063, 530812.2989999366 183853.7119999623, 530913.2630001249 183803.0419997374, 530909.0060000258 183670.1829997721, 530946.8649997843 183705.9580002573, 530945.4570002301 183666.1619999462, 531001.0000000198 183637.9999997437, 531061.7909999029 183604.6820001985, 531104.8760002048 183580.0910000321, 531138.8549998583 183562.57300028, 531148.3669999901 183523.2899998137, 531198.4430002994 183504.3059997193, 531205.258000287 183454.9009998621, 531235.3970000045 183479.8550001445, 531249.9999999584 183437.9999999116, 531256.5610002605 183407.7629998404, 531124.2060001324 183378.4009999973, 531083.0000001983 183409.9999998507, 531083.2409997385 183419.0879998801, 531089.1769999637 183460.9329997691, 531087.8969999851 183500.7499998974, 530981.1260000863 183526.4080002586, 530948.9999999065 183488.0000000205, 530854.9999997019 183516.0000000815, 530838.0000002682 183376.9999997788, 530737.8350001075 183383.08000013, 530733.1049997292 183304.4459998755, 530788.8470000279 183290.7900002126, 530866.9190002606 183262.575000299, 530925.516000104 183260.7409999704, 530974.9610001302 183334.1229999938, 531032.386999822 183332.8639998324, 531081.8380000546 183333.8090000547, 531091.8380000764 183230.9529999562, 531025.4110000288 183200.2309997964, 531035.0000000938 183158.9999999076, 530975.4469999515 183136.4689999991, 530986.4649999911 183083.8830002454, 530954.9200001849 183078.9719999771, 530909.2049999315 183072.1320000346, 530882.2450000418 183068.098999796, 530795.7090001237 183053.4250001152, 530710.1249997636 183038.484, 530698.2140000834 183123.0030002341, 530684.220999992 183235.6369999592, 530675.7629999096 183291.9399999436, 530615.6159998517 183276.3709999501, 530583.4820000002 183295.6860002667, 530569.0000002859 183424.9999998834, 530541.4979998557 183393.9020000654, 530529.8560000752 183419.3060001376, 530538.9899998767 183491.6779998149, 530327.4989997258 183516.7009997554, 530327.3260001109 183535.4609999893, 530317.9999997396 183675.9999998264, 530314.3050002655 183695.6270000134, 530234.2859997395 183906.6919999932, 530249.0000001927 183886.0000002836, 530361.7390002107 183924.7509999498, 530344.3460002325 183856.2559999727, 530372.003000262 183801.0990001851, 530404.9470002179 183799.1029997149, 530393.3459997359 183882.2550002966, 530429.2300000481 183904.6980001952, 530459.1980002195 183915.6409997671, 530481.9989997605 183917.9999997499, 530464.7389998315 184065.9050001232, 530458.0000000444 184119.0000001875, 530534.0020002786 184137.9159997533, 530536.118000049 184208.522000234, 530599.0780000172 184216.9999997975, 530629.9999998155 184173.9999997039, 530699.8129998714 184208.6659997565, 530781.4650001482 184245.162, 530778.9660001771 184215.2749998994))",England,E02000572,4,6930,2184,0.315
552,E02000573,Islington 020,E09000019,Islington,E12000007,London,8674,8507,167,119.6,4204,2.0,"POLYGON ((531795.8189999131 183929.4130000889, 531878.9599998981 183892.5000002859, 531882.9079997214 183856.5459998099, 531830.5550002607 183879.7050001132, 531789.7589999859 183860.5700000298, 531773.5110000322 183815.9100000987, 531730.7200000905 183838.4699999073, 531708.6029998115 183811.6280002666, 531696.2500002717 183844.882000043, 531680.1779998491 183799.9329997421, 531712.073999792 183787.9719998352, 531706.5199998061 183705.7560000102, 531741.7299998676 183679.3179999444, 531768.2940001839 183764.7450000518, 531840.9120000908 183809.5570002031, 531869.5140002003 183806.7869999375, 531842.2200000705 183769.9059997888, 531849.3819997319 183766.8359998275, 531995.4399998694 183695.851000096, 531954.852999969 183625.4860000413, 531929.8350001056 183591.7699999198, 532004.487000207 183538.8929997451, 531960.6449998548 183479.3560002519, 531963.5439999265 183475.0869998316, 532000.7399998418 183499.3700002401, 532108.3630001806 183583.757999879, 532106.4800001632 183635.0709999744, 532171.6220001122 183530.5139999983, 532180.0860000688 183520.7540000039, 532165.2960002293 183463.6579998358, 532121.6249997668 183489.4259997981, 532107.7959999132 183470.3989997657, 532154.5350002513 183443.7639998404, 532047.654000241 183391.3540002255, 532030.3819998896 183377.2059998608, 532083.9999997767 183290.0000001884, 532182.8800002184 183329.4950002109, 532151.9960001583 183310.8700002405, 532089.7500001522 183279.8439998163, 532169.4939998945 183105.1830000994, 532186.1949998069 183069.3490001895, 532232.7490002275 182950.1399999932, 532213.5630002475 182861.578, 532191.4319999405 182870.2570000156, 532072.9699997143 182916.4810000259, 532028.0800002266 182933.4270001387, 532004.1019997284 182942.2709997863, 531962.0989997974 182958.3339998226, 531859.4300000531 182998.2900001472, 531757.6819997242 183038.6260001628, 531585.2030002505 183103.7909999527, 531450.3129997947 183151.8590000257, 531450.1880001603 183142.8330000164, 531367.0159999909 183136.8369999707, 531266.3870001257 183128.8420000865, 531239.2519999435 183265.5790001606, 531208.1549999104 183277.1710002756, 531233.5469997803 183307.8070000067, 531282.1889998479 183273.9910001776, 531288.8499997825 183385.2520002148, 531256.5610001638 183407.7630002126, 531249.9999999368 183438.0000000102, 531235.3970001005 183479.8549998927, 531205.2579999245 183454.9009999108, 531198.4430002569 183504.3060000621, 531148.3669999592 183523.2899999681, 531138.8549997208 183562.5730000605, 531104.8759997725 183580.0910000821, 531125.9110000298 183726.8660000481, 531187.4849998463 183744.5649998155, 531245.8240000698 183750.9999997921, 531271.3170002633 183875.6019999409, 531240.9999998972 183899.000000187, 531306.8940000308 183906.7450002293, 531303.0660002005 183938.0479999351, 531358.8500002171 183949.3060000413, 531391.7509997422 183917.9830000502, 531389.7489997749 183899.5429999972, 531420.1330001513 183900.4570002582, 531562.1260000283 183928.8199998518, 531596.1029998908 183926.2679997739, 531658.0709999993 184007.759, 531803.557000228 183954.5560001599, 531795.8189999131 183929.4130000889))",England,E02000573,5,7615,4773,0.627
553,E02000574,Islington 021,E09000019,Islington,E12000007,London,8501,7708,793,139.8,3840,2.0,"POLYGON ((531087.8970003087 183500.7499997559, 531089.1769999819 183460.9329997299, 531083.2409997681 183419.0879996746, 531082.9999997471 183409.9999999624, 531124.206000253 183378.4010003267, 531256.56100004 183407.7629999204, 531288.8499997711 183385.2519999969, 531282.1890002317 183273.9910001381, 531233.5470002742 183307.8069999747, 531208.1550003071 183277.1709998077, 531239.2520000597 183265.57899978, 531266.3869998599 183128.8420000965, 531367.0159999377 183136.8369997328, 531450.188000161 183142.8330001259, 531454.1310002315 183117.3499999305, 531484.995000293 183005.2320002204, 531489.5479997826 182995.8699998641, 531530.3250000553 182926.4390000157, 531533.0369997685 182921.7749998009, 531553.0629999142 182883.9219997878, 531636.657 182854.6060002878, 531634.000000014 182812.0009997094, 531564.617000178 182756.9999997164, 531563.4049997027 182786.1539999124, 531519.6920003149 182790.0529998077, 531501.5879999255 182712.2689998212, 531462.7470001503 182703.666999988, 531421.0290001685 182750.6110002469, 531396.9999997731 182703.0000002674, 531389.3290000561 182689.1349996967, 531254.001000038 182654.9999997372, 531197.5630002085 182756.3930001752, 531169.5709999013 182737.2850000195, 531111.749000044 182704.9960002885, 531077.5170001006 182717.5220003103, 531011.1950001904 182613.5709997888, 530990.3499999574 182554.0119998541, 530981.331000058 182527.9579999629, 530932.3069999203 182558.5819999628, 530835.6660000477 182651.6410001446, 530806.6719998928 182760.9409998684, 530803.6410000566 182797.55499985, 530788.267999918 182887.168000048, 530772.3390001283 182905.0060001233, 530657.2279996902 182963.114000136, 530510.0009996884 183011.6410001868, 530326.0629997209 182983.3279998381, 530325.235 183095.0000000074, 530328.9939996954 183301.9999997531, 530327.4990002539 183516.700999961, 530538.9900000469 183491.6780000478, 530529.8560002409 183419.3059999766, 530541.4980001994 183393.9019998425, 530569.0000001349 183425.0000002101, 530583.4819998397 183295.685999852, 530615.6159999816 183276.3710002579, 530675.7630002314 183291.9400002829, 530684.2210000276 183235.6370002012, 530698.2139999756 183123.0029998667, 530710.1250001262 183038.4840000759, 530795.7089998218 183053.4250001035, 530882.2450000898 183068.0989998576, 530909.204999804 183072.1320001971, 530954.9200002799 183078.9720003153, 530986.4650001476 183083.8830003067, 530975.4469996936 183136.4690002939, 531034.9999998726 183159.0000000586, 531025.4110002366 183200.231000202, 531091.837999805 183230.9530001452, 531081.8379998584 183333.8090000165, 531032.3870000619 183332.8639998146, 530974.9609998147 183334.1229996873, 530925.5159997738 183260.7410000942, 530866.9190000043 183262.5750001556, 530788.8469999438 183290.7899999054, 530733.1049999653 183304.4459998078, 530737.8350001151 183383.0799999306, 530838.0000000736 183376.9999996799, 530855.0000001794 183516.0000003137, 530949.0000000702 183487.9999996765, 530981.1259998824 183526.4080000372, 531087.8970003087 183500.7499997559))",England,E02000574,5,7504,3793,0.505
554,E02000575,Islington 022,E09000019,Islington,E12000007,London,11889,10418,1471,127.9,5583,1.9,"POLYGON ((531991.087999859 182772.863000194, 532003.8469998987 182720.7600000541, 531922.9519999849 182694.2600000719, 531860.2120001869 182665.7600000488, 531893.3189996741 182557.0989999709, 531817.2109996533 182528.6620001726, 531794.7179999438 182521.0500001378, 531740.4759997054 182503.4049997452, 531660.3660002947 182477.2679999566, 531676.0419999989 182427.402999629, 531708.0000002546 182331.000000113, 531754.188999631 182361.7780002925, 531799.0059996672 182384.0030001593, 531837.1580001102 182347.1210000073, 531881.9339997752 182386.6499999265, 531946.25600016 182375.483, 531937.9999997345 182479.999999802, 532006.8619999958 182477.6749998571, 532044.4590002352 182440.1449999515, 532157.0000001087 182468.9999999502, 532172.0000000424 182394.000000282, 532197.0000001806 182335.0000001949, 532225.7349998931 182262.2969997084, 532096.9999996279 182208.9999998568, 532135.1449998801 182198.1190002638, 532071.3019998658 182159.5859998828, 532089.2639999443 182076.9849997335, 532105.0920000606 182011.2299998384, 532082.8759996928 181911.7810001266, 532022.3739997071 181893.4690002088, 531796.3750003362 181784.4689998453, 531627.8189996547 181695.6859998359, 531554.8750000615 181659.281, 531506.6839998434 181871.2170003522, 531426.7489999792 182058.0620003245, 531388.735000313 182052.1930000414, 531341.7500001339 182048.186999796, 531314.8779997127 182095.347000268, 531291.6260002088 182147.1410001936, 531221.9639997819 182161.96399978, 531186.000000027 182170.3359996362, 531145.4360002526 182183.5450000023, 531062.1490000602 182215.0070001704, 530971.7500000297 182299.5309997542, 530920.3120001069 182412.4829996373, 531005.3319997784 182520.2370003641, 530981.3310000066 182527.9579996388, 530990.3500003355 182554.01200015, 531011.194999898 182613.5709998035, 531077.5170003237 182717.5219998484, 531111.7489998805 182704.99600019, 531169.5709999459 182737.2849997671, 531197.5630003004 182756.3929997415, 531254.0009999524 182655.0000000227, 531389.3290000871 182689.1349999204, 531397.0000002377 182703.0000002581, 531421.0290000265 182750.6110003374, 531462.7469999148 182703.6669997833, 531501.5879997363 182712.2689999391, 531519.6919999543 182790.0530001239, 531563.4049997472 182786.1539998102, 531564.6169999496 182756.9999998699, 531634.0000002338 182812.0009999026, 531636.6570002736 182854.6060000892, 531553.0629999215 182883.9219999678, 531533.0370002963 182921.7749997229, 531530.3250002498 182926.4389999944, 531489.5479998931 182995.8700000946, 531484.9949996623 183005.2320000719, 531454.1310001236 183117.3500003551, 531450.188000103 183142.8330002266, 531450.3129997791 183151.859, 531585.2029999145 183103.7910001498, 531757.6820000714 183038.6259999197, 531859.4299997657 182998.2899996441, 531962.0989999389 182958.3340000254, 532004.1020001334 182942.2710002197, 532028.0800000244 182933.4270001836, 532072.9699998118 182916.4810001886, 531977.9999998062 182847.000000218, 531957.0720002201 182836.0909998617, 531991.087999859 182772.863000194))",England,E02000575,5,10609,5330,0.502
555,E02000576,Islington 023,E09000019,Islington,E12000007,London,9388,8787,601,124.2,4322,2.0,"POLYGON ((532765.5920001309 182522.3979999874, 532820.8129998444 182498.593999886, 532942.6880001959 182547.8440003348, 532963.1139997341 182463.2090002207, 532918.3130001256 182358.9369999593, 532941.1250000458 182294.2339997375, 533004.751 182293.2189998176, 532989.3730001054 182091.7590001126, 532946.0649998646 181894.8269999994, 532883.4999999795 181715.3960001418, 532746.8129999343 181786.8910000873, 532619.1410000356 181847.188000295, 532634.4999997371 181926.0309999574, 532572.3249998908 181938.8690001684, 532445.769000196 181957.8710002268, 532435.7919998196 182003.3200001272, 532419.5919999155 181998.3049997579, 532310.0910000806 182003.6370000604, 532293.0679999448 182068.4229999233, 532252.8720002512 182179.310000196, 532158.250000225 182151.0619996941, 532135.1450003327 182198.1189996716, 532096.9999997726 182209.0000001482, 532225.7350001856 182262.2970000738, 532197.0000002506 182334.9999998498, 532172.0000002992 182393.9999999234, 532156.9999997906 182468.9999997777, 532044.4589999636 182440.1450000377, 532006.862000306 182477.6750002523, 531937.9999998932 182479.999999837, 531946.255999928 182375.4830001976, 531881.9339997596 182386.6499997615, 531837.1580003347 182347.1209998809, 531799.0060002342 182384.0029998035, 531754.1889997554 182361.7780000503, 531707.9999999367 182331.0000000726, 531676.042000307 182427.4029996708, 531660.366 182477.267999793, 531740.4759998453 182503.4049999143, 531794.7180002526 182521.0499999361, 531817.2109997945 182528.6619998965, 531893.3190000899 182557.0990000913, 531860.2120003098 182665.7599999463, 531922.9520001347 182694.2600000388, 532003.8469998253 182720.7600002428, 531991.0879997101 182772.863000091, 531957.0720000621 182836.0910002436, 531977.9999996811 182847.0000002267, 532072.9699998143 182916.4809998582, 532191.4319998834 182870.2570003203, 532213.5630002373 182861.5780003004, 532405.7010000704 182788.372000221, 532456.8969998234 182768.8650000865, 532546.0000002988 182735.9999996894, 532603.8679999703 182712.8679998409, 532691.0630001838 182669.3279997528, 532728.1849997166 182601.4989999029, 532765.5920001309 182522.3979999874))",England,E02000576,5,7840,3114,0.397
556,E02000577,Kensington and Chelsea 001,E09000020,Kensington and Chelsea,E12000007,London,7199,7195,4,82.6,3163,2.3,"POLYGON ((523025.1190000588 182740.4239998402, 523035.7810004018 182712.5310000275, 523190.9690002015 182743.328000341, 523315.4999996095 182722.3120004732, 523584.172000422 182621.6730004591, 523850.3130004902 182509.9369997436, 523889.3869999672 182378.3950001117, 524107.9379999369 182398.5739997748, 524118.4870002368 182397.7849996848, 524208.8910004122 182387.8099995595, 524264.8979995961 182380.7749997734, 524371.3289999134 182355.3250003297, 524459.8370000155 182340.1359995079, 524562.8649996509 182282.0519999628, 524607.5590000929 182207.76400041, 524630.0559998058 182158.1290003568, 524679.4420003163 182070.1799998365, 524725.324000378 182024.4379996966, 524866.4999997951 181957.9690004825, 524873.0769997662 181891.4810002534, 524899.8359997169 181826.167000147, 524912.3319995311 181803.2370002868, 524944.688 181742.2660000546, 524908.2329996622 181742.1260001328, 524727.2499996566 181714.2189998327, 524675.8049996942 181686.6000002207, 524641.6020003626 181646.4959999748, 524570.3179999817 181553.503999971, 524531.9499997569 181535.472000135, 524491.5839995865 181564.2189999661, 524507.1010003667 181587.9790002824, 524550.0699999682 181576.2919996982, 524510.3080001679 181632.4070003778, 524443.0990000938 181597.5700004806, 524475.0000000739 181525.9999996228, 524453.5540003754 181518.0339996137, 524416.4440002264 181586.9599996842, 524335.4199997658 181555.1290001601, 524301.9960004591 181542.0079997399, 524290.7289996404 181570.7089996674, 524249.0000001956 181677.0000000629, 524322.5440004466 181671.8040002757, 524292.5100004498 181733.3479995868, 524309.7150001463 181756.597000436, 524250.0690001293 181802.0660004807, 524207.7350002088 181846.9040002765, 524116.1919996436 181810.4739996064, 524058.1100003097 181960.0279999342, 524040.5550003135 182006.3270004352, 524019.0539997616 182063.2420003852, 524009.3439998775 182090.0000002304, 523988.7810002873 182136.4330000199, 523598.0860003642 182214.9510003942, 523306.1389999195 182247.8049999484, 523068.9370001411 182258.6250001325, 523060.9060002037 182486.7190001857, 522964.281 182705.3440000433, 522978.5940004621 182758.6410003863, 523025.1190000588 182740.4239998402))",England,E02000577,3,5737,1583,0.276
557,E02000578,Kensington and Chelsea 002,E09000020,Kensington and Chelsea,E12000007,London,5798,5706,92,112.9,2454,2.3,"POLYGON ((524058.1099999324 181960.0280002294, 524116.1920001227 181810.4739997925, 524157.25 181704.7529998542, 524089.999999947 181679.0000001116, 524004.077000239 181645.8309999671, 523773.7060001054 181556.5320000058, 523783.4499999623 181520.1829998819, 523743.2540000291 181518.0459999024, 523745.5800002533 181479.851000003, 523705.1070001745 181464.0419999414, 523677.249999735 181535.0919999185, 523495.8099999221 181576.101999751, 523476.6169999625 181626.1189998625, 523526.7980001366 181631.144000002, 523490.0000001599 181721.0000001891, 523449.9999999564 181706.9999999819, 523421.2500000653 181769.9169999074, 523402.5399999449 181812.5390002489, 523381.7220001215 181837.2509997668, 523436.5440000762 181899.6369998081, 523414.28899993 181949.6390002457, 523357.9610000642 181911.4099998157, 523275.4299998989 181865.7909998698, 523254.6339997787 181920.0979997739, 523210.4599998004 181900.1929998744, 523255.462999896 181859.3899998953, 523222.999999822 181848.9999997519, 523232.283000087 181822.5280000401, 523194.4930000899 181834.7250002626, 523179.3369997998 181757.2819999557, 523129.5829997754 181772.2209998843, 523101.127000023 181748.9679998482, 523069.6910001153 181787.6779997982, 523124.1879998796 181829.9530002462, 523122.9129998442 181877.253999905, 523123.9429999453 182091.5280002521, 523124.1930001336 182143.558999752, 523083.3220001817 182148.9880001784, 523068.937 182258.6250000586, 523306.1390001928 182247.8049998308, 523598.0860000188 182214.9509999128, 523988.7809999087 182136.4329999388, 524009.3439998338 182090.0000000936, 524019.0540002485 182063.2419998877, 524040.5549997353 182006.3269999039, 524058.1099999324 181960.0280002294))",England,E02000578,3,4553,1223,0.269
558,E02000579,Kensington and Chelsea 003,E09000020,Kensington and Chelsea,E12000007,London,8616,8570,46,141.1,4013,2.1,"POLYGON ((523436.5439998399 181899.6370000882, 523381.7219999703 181837.2509998547, 523402.5399999146 181812.5390002008, 523421.2500001651 181769.9169997459, 523450.0000001053 181707.0000000157, 523489.9999999944 181721.0000002638, 523526.7980001472 181631.1439999744, 523476.6169997114 181626.1190000652, 523495.8100001165 181576.1019998259, 523677.2499999653 181535.0919996994, 523705.1070002163 181464.0420002574, 523745.5800001314 181479.8509998607, 523743.2540001844 181518.0459998084, 523783.4500000437 181520.183000194, 523773.7059996977 181556.5319999919, 524004.0769998462 181645.8309998126, 524090.0000002432 181679.0000001571, 524157.2499999093 181704.7530001283, 524179.5010001115 181649.0069998522, 524186.8930001762 181630.1839997424, 524230.769000181 181514.2640002641, 524259.1270001805 181443.798000044, 524292.627 181361.3290000738, 524207.7630001517 181327.1879999806, 524148.0819999574 181303.6480000972, 524060.1319999519 181245.3969998035, 524120.0989999987 181191.7750000645, 524074.1260001228 181123.9230003074, 524122.3789999917 181096.4689998197, 524110.4229998895 181065.6760000653, 524079.8650002882 181081.2150000217, 524020.7460003081 181050.6609998342, 523933.282000177 181049.808000022, 523891.1090000769 181057.2730000691, 523820.6270002887 181068.7629999166, 523936.0290001188 181114.3300003093, 523858.5930001605 181169.0620002966, 523780.0000003059 181169.0009998309, 523699.8570002827 181155.3069996926, 523699.4669997302 181095.0920002819, 523737.0589998928 181082.1880001021, 523727.4260000179 181016.8580002624, 523709.6670002024 180988.156999996, 523739.5539997818 180927.1410001666, 523770.2240001859 180929.9290003169, 523755.0900000185 180885.8050003106, 523619.1919999222 180721.7419998277, 523600.0309999286 180701.3440001842, 523512.0970001288 180928.8540001999, 523427.1639997119 181118.9010001181, 523275.5570000232 181382.7180000292, 523137.3959998337 181559.9660001615, 523087.9230002146 181639.4179999055, 523017.507 181729.6769999582, 523069.6909997356 181787.6780002247, 523101.1269997894 181748.9679997109, 523129.5829997742 181772.2210000476, 523179.337000138 181757.2820001564, 523194.4929999507 181834.7249998859, 523232.2830001094 181822.528000191, 523223.0000002725 181849.0000001639, 523255.4629998261 181859.3899998917, 523210.4600003108 181900.1930002252, 523254.6339996849 181920.0980002231, 523275.4299999839 181865.7910002821, 523357.9610001139 181911.4100000685, 523414.2890002238 181949.6389998159, 523436.5439998399 181899.6370000882))",England,E02000579,5,7108,3258,0.458
559,E02000580,Kensington and Chelsea 004,E09000020,Kensington and Chelsea,E12000007,London,8655,8619,36,218.5,4517,1.9,"POLYGON ((524292.5100002134 181733.347999841, 524322.543999906 181671.8040001986, 524249.000000028 181677.0000001462, 524290.7289997821 181570.7089999455, 524301.9960001447 181542.007999964, 524335.4200000642 181555.1290002132, 524416.4439998756 181586.9600000613, 524453.554000134 181518.034000224, 524475.0000002456 181526.000000036, 524443.0989998038 181597.5699998612, 524510.3080000933 181632.4070000993, 524550.0699999533 181576.2920000817, 524507.100999971 181587.9790000327, 524491.584000177 181564.2189998938, 524531.9500001784 181535.4720001466, 524570.3179997957 181553.5040001968, 524641.6020000193 181646.4959998023, 524675.8050000744 181686.6000000368, 524727.2500000786 181714.2190001086, 524774.2380002154 181601.1499998545, 524778.1190000793 181594.0680000752, 524804.6700000621 181551.1339998932, 524859.3689999059 181456.7189999551, 524870.6639999099 181436.6009997961, 524886.5820002099 181408.2479998994, 524935.6850000486 181428.5729999976, 524944.9000001508 181413.6889999381, 524956.9739997936 181388.1730001477, 524996.5369998248 181304.5659998865, 525003.1550001533 181282.7809997522, 525020.3870000885 181203.7500000697, 525030.0429997586 181159.9770001656, 525047.9230001944 181077.4660001316, 525053.6259999999 181051.0170001908, 524899.5689999753 180987.7970000143, 524839.5950000249 180956.3190000097, 524820.8059997701 180946.4569998554, 524713.5660001917 180893.0940000746, 524694.5729998529 181006.3810002334, 524664.9390002178 181067.3079998652, 524663.0739998689 181098.0979998107, 524681.9999999658 181102.0000001509, 524708.4999999275 181031.8750000927, 524778.2500002112 181088.5489999411, 524829.1439999982 181063.8880000936, 524787.9999998128 181131.9999999951, 524734.9999998893 181116.0000001775, 524718.9309999264 181215.193999833, 524654.5379997637 181255.8149999395, 524634.9640001599 181261.4849998484, 524636.9810001234 181215.2869998129, 524634.0249998025 181185.6819997709, 524558.0280001515 181154.5289999682, 524572.2130001863 181133.2869999406, 524475.429999848 181054.3659999137, 524516.3340001976 181030.0330001233, 524464.6940001715 181002.9900000549, 524449.6580000009 181033.895999863, 524417.077000107 181100.890000103, 524403.4019997856 181129.0479999779, 524371.8230001874 181195.1619999919, 524369.9349999556 181199.1070002426, 524324.8750001061 181290.5779997771, 524296.5640001681 181280.0580001019, 524157.8570000539 181214.278999807, 524120.0989997917 181191.775000117, 524060.1319999999 181245.3969998096, 524148.0820001692 181303.6480000053, 524207.7629998628 181327.1879998394, 524292.6270000278 181361.3289999079, 524259.1269998043 181443.7979999831, 524230.7690001491 181514.2639999674, 524186.8929997545 181630.1840001484, 524179.5010000425 181649.0069997548, 524157.2500000573 181704.753000205, 524116.1920001897 181810.4740001126, 524207.7350002213 181846.9039999254, 524250.0690000688 181802.0659997874, 524309.7149999621 181756.5969998182, 524292.5100002134 181733.347999841))",England,E02000580,5,7473,3431,0.459
560,E02000581,Kensington and Chelsea 005,E09000020,Kensington and Chelsea,E12000007,London,7298,7292,6,169.2,3311,2.2,"POLYGON ((524247.1769997387 181079.8410001009, 524178.7189999211 180931.5310000851, 524198.623999978 180889.736999962, 524200.7489997928 180885.2759997361, 524228.3130000242 180831.1559999825, 524208.3409997806 180821.3780001226, 524206.1919999874 180774.5079999909, 524273.916999814 180676.2280001346, 524295.99999993 180687.0000002221, 524318.3539997793 180645.0700000418, 524295.4710000249 180602.7290001646, 524292.9650000816 180561.3230001412, 524249.7779997535 180556.1080000107, 524265.3599998647 180496.9729997666, 524239.5539998013 180522.2010001263, 524220.1419999517 180510.6880002348, 524304.999999907 180377.0000001169, 524258.7199997379 180316.9519997745, 524292.9999999377 180327.9999998828, 524328.3459997609 180290.673000115, 524216.2410001198 180254.5769997544, 524223.104999865 180222.5409999586, 524192.9999998342 180212, 524158.8710000151 180286.917999837, 524103.6289997898 180306.1810000681, 524095.8410000685 180388.523999886, 524146.9099998084 180407.9370001168, 524128.9099998545 180438.6250001389, 523985.4099998623 180390.6980000387, 523930.4319999383 180368.5050000667, 523917.0300001092 180418.6869999095, 523886.973999877 180420.6800001129, 523841.4380001158 180455.5640002178, 523814.7499999037 180557.1559997851, 523757.9219998047 180538.4089998978, 523770.6250001965 180486.4370000956, 523679.4559998402 180464.8410000574, 523600.0310000435 180701.3439998762, 523619.1920002318 180721.7420001403, 523755.0900002003 180885.8050001805, 523770.2239999961 180929.929000046, 523739.553999823 180927.1409999525, 523709.6669998204 180988.1569997819, 523727.4260001488 181016.8580002693, 523737.0589997575 181082.1879998504, 523699.4669998465 181095.0920002632, 523699.8570001691 181155.3070000731, 523780.0000001724 181169.0010000883, 523858.593 181169.0620001457, 523936.029000039 181114.3300001348, 523820.6269999318 181068.7629998847, 523891.1089999024 181057.2730001299, 523933.281999931 181049.8080000052, 524020.7460001889 181050.6609998879, 524079.8650002676 181081.2150000758, 524110.4229998227 181065.6760001731, 524122.3789997417 181096.4689997635, 524074.1259999803 181123.923000139, 524120.099000179 181191.7749998287, 524157.8570002549 181214.2790002169, 524296.5640002306 181280.057999955, 524324.8749998561 181290.578, 524369.9349999565 181199.1069999609, 524289.2120000265 181128.6969999255, 524247.1769997387 181079.8410001009))",England,E02000581,4,5858,1788,0.305
